mm_policy,qa_function,explore_policy,pretrain_semantic,long_capacity,semantic_decay_factor,test_mean,test_std
handcrafted,latest_strongest,avoid_walls,exclude_walls,6,0.9,237.92,23.553377677097615
random,latest_strongest,avoid_walls,False,6,0.7,232.5,25.81914018707827
random,latest_strongest,avoid_walls,exclude_walls,6,0.9,232.1,15.042739112276063
random,random,avoid_walls,False,6,0.99,232.04000000000002,16.73733551076753
random,latest_strongest,avoid_walls,include_walls,6,0.99,229.98000000000002,23.600796596725296
random,random,avoid_walls,False,6,0.7,229.76,10.010114884455623
random,latest_strongest,avoid_walls,False,6,0.8,229.52000000000004,31.38887701081387
random,random,avoid_walls,False,6,0.8,229.0,41.343536375109466
random,random,avoid_walls,exclude_walls,6,0.7,228.98000000000002,19.899386925229628
random,random,avoid_walls,False,6,0.9,227.85999999999999,18.389409995973228
handcrafted,latest,avoid_walls,exclude_walls,6,0.99,227.7,29.94848911047101
random,random,avoid_walls,include_walls,6,0.9,226.18,14.795188407046394
handcrafted,latest,avoid_walls,False,6,0.9,222.82000000000002,24.713186763345604
handcrafted,latest,avoid_walls,exclude_walls,6,0.7,221.16000000000003,29.84329740494506
random,random,avoid_walls,exclude_walls,6,0.99,219.2,16.13108799802419
episodic,latest,avoid_walls,False,6,0.8,218.44,37.29335597663476
episodic,latest,avoid_walls,False,6,0.9,218.44,37.29335597663476
episodic,latest,avoid_walls,False,6,0.99,218.44,37.29335597663476
episodic,latest,avoid_walls,False,6,0.7,218.43999999999997,37.29335597663476
handcrafted,latest,avoid_walls,False,6,0.99,216.4,18.25738206863186
handcrafted,latest,avoid_walls,False,6,0.8,214.54000000000002,11.287798722514495
handcrafted,latest,avoid_walls,include_walls,6,0.8,214.23999999999995,24.971872176510914
handcrafted,latest,avoid_walls,include_walls,6,0.9,213.52000000000004,17.798134733729828
handcrafted,latest,avoid_walls,include_walls,6,0.99,212.56,14.484971522236416
handcrafted,latest,avoid_walls,exclude_walls,6,0.8,208.51999999999998,16.58473997384342
handcrafted,latest,avoid_walls,include_walls,6,0.7,207.88000000000002,9.975048872060729
handcrafted,latest,avoid_walls,False,6,0.7,207.71999999999997,26.810251770544788
random,latest,avoid_walls,False,6,0.99,196.2,29.85618863820364
handcrafted,latest,avoid_walls,exclude_walls,6,0.9,190.8,20.572214270709893
random,latest,avoid_walls,exclude_walls,6,0.99,190.11999999999998,13.320870842403657
random,latest,avoid_walls,include_walls,6,0.9,189.14,8.076038632894221
handcrafted,latest_strongest,random,include_walls,6,0.7,188.66000000000003,30.437910572179558
random,latest,avoid_walls,include_walls,6,0.7,186.65999999999997,31.492894436682054
random,latest,avoid_walls,False,6,0.9,185.04000000000002,20.931373581301347
random,latest,avoid_walls,exclude_walls,6,0.8,184.92,16.952333172752358
handcrafted,random,random,exclude_walls,6,0.9,182.58,20.0625422117936
random,latest,avoid_walls,exclude_walls,6,0.7,179.87999999999997,14.874730249654945
random,latest,avoid_walls,include_walls,6,0.8,179.35999999999999,23.661242570921765
handcrafted,random,random,exclude_walls,6,0.99,178.56,25.99819993768799
random,latest,avoid_walls,False,6,0.7,176.09999999999997,17.885077578808534
handcrafted,latest_strongest,random,exclude_walls,6,0.8,175.71999999999997,24.074251805611738
random,latest,avoid_walls,include_walls,6,0.99,174.38000000000002,20.43510704645316
